年份,季度,企业,品牌,车型,排量,原城市,流向城市,车龄年,数量
2017,第二季度,广汽本田,本田,雅阁,2.4L,马鞍山市,马鞍山市,10-11年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,大同市,13-14年,3
2017,第二季度,广汽本田,本田,雅阁,2.3L,杭州市,湛江市,15年以上,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,固原市,固原市,14-15年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,益阳市,益阳市,5-6年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,广州市,湛江市,9-10年,3
2017,第二季度,广汽本田,本田,雅阁,2.4L,昌吉回族自治州,昌吉回族自治州,7-8年,3
2017,第二季度,广汽本田,本田,雅阁,2.4L,深圳市,银川市,13-14年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,松原市,松原市,15年以上,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,恩施土家族苗族自治州,武汉市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,郑州市,伊犁哈萨克自治州,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,德州市,德州市,7-8年,5
2017,第二季度,广汽本田,本田,雅阁,2.4L,贵阳市,安顺市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,郴州市,韶关市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,东莞市,东莞市,10-11年,16
2017,第二季度,广汽本田,本田,雅阁,2.4L,宁波市,茂名市,12-13年,4
2017,第二季度,广汽本田,本田,雅阁,2.4L,兰州市,兰州市,11-12年,5
2017,第二季度,广汽本田,本田,雅阁,2.0L,广州市,汕头市,13-14年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,垦区,垦区,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,3.0L,温州市,潮州市,14-15年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,苏州市,汕头市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,西安市,庆阳市,8-9年,2
2017,第二季度,广汽本田,本田,雅阁,2.3L,沧州市,沧州市,15年以上,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,呼伦贝尔市,长春市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,大庆市,绥化市,8-9年,4
2017,第二季度,广汽本田,本田,雅阁,2.0L,南昌市,汕头市,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,鞍山市,鞍山市,7-8年,3
2017,第二季度,广汽本田,本田,雅阁,2.4L,株洲市,株洲市,9-10年,5
2017,第二季度,广汽本田,本田,雅阁,2.3L,曲靖市,曲靖市,15年以上,6
2017,第二季度,广汽本田,本田,雅阁,2.0L,阿克苏地区,阿克苏地区,9-10年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,临夏回族自治州,银川市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,昆明市,文山壮族苗族自治州,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,未知,达州市,达州市,14-15年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,上饶市,上饶市,11-12年,3
2017,第二季度,广汽本田,本田,雅阁,3.0L,呼和浩特市,呼和浩特市,13-14年,3
2017,第二季度,广汽本田,本田,雅阁,2.4L,肇庆市,肇庆市,14-15年,4
2017,第二季度,广汽本田,本田,雅阁,2.3L,阿拉善盟,阿拉善盟,15年以上,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,通辽市,13-14年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,阜新市,大连市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,上海市,昌吉回族自治州,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,平凉市,乌鲁木齐市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,杭州市,揭阳市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,宁波市,揭阳市,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,沧州市,沧州市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,巴彦淖尔市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,佛山市,茂名市,9-10年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,广州市,揭阳市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,东莞市,深圳市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,乌鲁木齐市,乌鲁木齐市,6-7年,16
2017,第二季度,广汽本田,本田,雅阁,2.0L,太原市,呼和浩特市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,3.0L,河池市,河池市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,兴安盟,齐齐哈尔市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,齐齐哈尔市,齐齐哈尔市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,蚌埠市,济宁市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,阳江市,南宁市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,广州市,淮北市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,宜昌市,宜昌市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,金华市,茂名市,10-11年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,长治市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,青岛市,青岛市,14-15年,10
2017,第二季度,广汽本田,本田,雅阁,2.0L,南通市,南通市,5-6年,6
2017,第二季度,广汽本田,本田,雅阁,2.4L,梅州市,揭阳市,10-11年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,衡水市,衡水市,6-7年,4
2017,第二季度,广汽本田,本田,雅阁,2.4L,上海市,上海市,3-4年,7
2017,第二季度,广汽本田,本田,雅阁,2.0L,北京市,唐山市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,铜陵市,云浮市,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,江门市,玉林市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,重庆市,茂名市,14-15年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,天津市,天津市,5-6年,8
2017,第二季度,广汽本田,本田,雅阁,2.4L,博尔塔拉蒙古自治州,乌鲁木齐市,13-14年,1
2017,第二季度,广汽本田,本田,雅阁,2.3L,枣庄市,枣庄市,15年以上,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,长春市,大庆市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,天津市,黑河市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,揭阳市,揭阳市,13-14年,10
2017,第二季度,广汽本田,本田,雅阁,2.4L,广州市,广州市,8-9年,11
2017,第二季度,广汽本田,本田,雅阁,2.4L,蚌埠市,大庆市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,孝感市,武汉市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,3.0L,潮州市,潮州市,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,和田地区,阿克苏地区,9-10年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,广州市,广州市,14-15年,11
2017,第二季度,广汽本田,本田,雅阁,2.0L,贵港市,贵港市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,松原市,北京市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,黄冈市,武汉市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,上海市,呼和浩特市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,锦州市,10-11年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,鹤壁市,鹤壁市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,湛江市,湛江市,8-9年,5
2017,第二季度,广汽本田,本田,雅阁,2.4L,哈密地区,昌吉回族自治州,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,上海市,大连市,10-11年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,株洲市,株洲市,12-13年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,哈尔滨市,鸡西市,5-6年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,张家口市,张家口市,10-11年,5
2017,第二季度,广汽本田,本田,雅阁,2.4L,武汉市,乌海市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,铁岭市,葫芦岛市,11-12年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,濮阳市,滨州市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,益阳市,益阳市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,长治市,长治市,6-7年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,巴音郭楞蒙古自治州,乌鲁木齐市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,深圳市,阳江市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.3L,晋城市,晋城市,15年以上,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,重庆市,喀什地区,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,萍乡市,和田地区,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,伊犁哈萨克自治州,伊犁哈萨克自治州,7-8年,4
2017,第二季度,广汽本田,本田,雅阁,2.0L,济宁市,临沂市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,吴忠市,吴忠市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,滨州市,绥化市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,嘉兴市,宜春市,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,信阳市,哈尔滨市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,杭州市,和田地区,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,惠州市,惠州市,6-7年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,石河子市,石河子市,10-11年,3
2017,第二季度,广汽本田,本田,雅阁,2.4L,郑州市,阿克苏地区,9-10年,1
2017,第二季度,本田技研,本田,雅阁,未知,雅安市,雅安市,15年以上,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,伊犁哈萨克自治州,伊犁哈萨克自治州,5-6年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,南充市,银川市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,佛山市,佛山市,15年以上,26
2017,第二季度,广汽本田,本田,雅阁,2.4L,开封市,开封市,9-10年,3
2017,第二季度,广汽本田,本田,雅阁,2.4L,上海市,银川市,9-10年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,乌兰察布市,乌兰察布市,10-11年,4
2017,第二季度,广汽本田,本田,雅阁,2.0L,曲靖市,昆明市,4-5年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,昌吉回族自治州,昌吉回族自治州,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,巴音郭楞蒙古自治州,巴音郭楞蒙古自治州,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,合肥市,鄂尔多斯市,13-14年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,济宁市,临沂市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,宁德市,宁德市,12-13年,5
2017,第二季度,广汽本田,本田,雅阁,2.4L,辽阳市,大连市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,北京市,铁岭市,14-15年,6
2017,第二季度,广汽本田,本田,雅阁,2.0L,西宁市,西宁市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,昆明市,昆明市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,安阳市,临夏回族自治州,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,成都市,茂名市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,宁波市,蚌埠市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,天津市,沈阳市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,吉林市,吉林市,5-6年,3
2017,第二季度,广汽本田,本田,雅阁,2.3L,杭州市,丹东市,15年以上,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,武汉市,鄂州市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,巴音郭楞蒙古自治州,巴音郭楞蒙古自治州,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,昆明市,广安市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,长春市,延边朝鲜族自治州,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,绍兴市,绍兴市,3-4年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,深圳市,深圳市,7-8年,11
2017,第二季度,广汽本田,本田,雅阁,2.4L,太原市,银川市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,四平市,吉林市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,永州市,永州市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,绥化市,绥化市,11-12年,4
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,武汉市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,临沂市,营口市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,唐山市,哈尔滨市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,温州市,温州市,13-14年,4
2017,第二季度,广汽本田,本田,雅阁,2.0L,玉溪市,玉溪市,8-9年,3
2017,第二季度,广汽本田,本田,雅阁,2.4L,台州市,台州市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,乌海市,乌海市,7-8年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,武汉市,南阳市,2-3年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,邵阳市,河源市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,雅安市,雅安市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,延边朝鲜族自治州,哈尔滨市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,北京市,通辽市,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,3.0L,重庆市,北京市,15年以上,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,北京市,通辽市,7-8年,9
2017,第二季度,广汽本田,本田,雅阁,2.4L,威海市,威海市,6-7年,4
2017,第二季度,广汽本田,本田,雅阁,2.4L,舟山市,呼和浩特市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,云浮市,云浮市,10-11年,1
2017,第二季度,广汽本田,本田,雅阁,3.0L,广州市,广州市,14-15年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,百色市,百色市,13-14年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,韶关市,韶关市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,益阳市,益阳市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,长治市,长治市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,郑州市,郑州市,4-5年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,六安市,烟台市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,酒泉市,酒泉市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,咸宁市,咸宁市,11-12年,7
2017,第二季度,广汽本田,本田,雅阁,2.0L,铁岭市,铁岭市,12-13年,12
2017,第二季度,广汽本田,本田,雅阁,2.0L,北京市,天水市,15年以上,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,莆田市,莆田市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,哈密地区,哈密地区,14-15年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,临汾市,喀什地区,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,邯郸市,秦皇岛市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,海口市,海口市,2-3年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,温州市,温州市,5-6年,9
2017,第二季度,广汽本田,本田,雅阁,2.0L,玉林市,玉林市,10-11年,3
2017,第二季度,广汽本田,本田,雅阁,2.0L,晋中市,吕梁市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,宁波市,舟山市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,淄博市,葫芦岛市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,洛阳市,铁岭市,10-11年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,金昌市,金昌市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,南京市,伊犁哈萨克自治州,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.3L,齐齐哈尔市,齐齐哈尔市,15年以上,5
2017,第二季度,广汽本田,本田,雅阁,2.4L,伊春市,伊春市,12-13年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,本溪市,本溪市,12-13年,6
2017,第二季度,广汽本田,本田,雅阁,2.0L,七台河市,鸡西市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,滨州市,潍坊市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,3.0L,鞍山市,鞍山市,13-14年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,无锡市,无锡市,11-12年,9
2017,第二季度,广汽本田,本田,雅阁,2.4L,铜陵市,铜陵市,10-11年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,天津市,辽源市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,太原市,太原市,5-6年,12
2017,第二季度,广汽本田,本田,雅阁,2.4L,南阳市,包头市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,滨州市,滨州市,6-7年,10
2017,第二季度,广汽本田,本田,雅阁,2.0L,石家庄市,石家庄市,7-8年,12
2017,第二季度,广汽本田,本田,雅阁,2.4L,贵阳市,黔东南苗族侗族自治州,13-14年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,运城市,运城市,3-4年,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,广州市,郴州市,5-6年,4
2017,第二季度,广汽本田,本田,雅阁,2.0L,长春市,白城市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,重庆市,克孜勒苏柯尔克孜自治州,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,临汾市,临汾市,11-12年,2
2017,第二季度,广汽本田,本田,雅阁,2.3L,鞍山市,鞍山市,15年以上,2
2017,第二季度,广汽本田,本田,雅阁,2.0L,广州市,安庆市,5-6年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,湛江市,湛江市,10-11年,4
2017,第二季度,广汽本田,本田,雅阁,2.4L,大庆市,齐齐哈尔市,3-4年,3
2017,第二季度,广汽本田,本田,雅阁,2.4L,武汉市,兰州市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,乌兰察布市,乌兰察布市,14-15年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,云浮市,梅州市,15年以上,1
2017,第二季度,广汽本田,本田,雅阁,3.0L,北京市,北京市,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,哈尔滨市,白山市,7-8年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,东莞市,东莞市,12-13年,14
2017,第二季度,广汽本田,本田,雅阁,2.4L,杭州市,和田地区,10-11年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,阿勒泰地区,阿勒泰地区,11-12年,2
2017,第二季度,广汽本田,本田,雅阁,2.4L,张掖市,嘉峪关市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,北京市,临沂市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,安阳市,安阳市,12-13年,4
2017,第二季度,广汽本田,本田,雅阁,2.0L,达州市,兰州市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,银川市,银川市,8-9年,13
2017,第二季度,广汽本田,本田,雅阁,2.4L,新乡市,大连市,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,盐城市,潍坊市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,长春市,通辽市,8-9年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,鹤岗市,天津市,3-4年,1
2017,第二季度,广汽本田,本田,雅阁,2.3L,北京市,营口市,15年以上,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,邢台市,唐山市,9-10年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,深圳市,东莞市,2-3年,5
2017,第二季度,广汽本田,本田,雅阁,2.4L,广州市,湛江市,11-12年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,承德市,承德市,8-9年,9
2017,第二季度,广汽本田,本田,雅阁,2.4L,温州市,泉州市,6-7年,1
2017,第二季度,广汽本田,本田,雅阁,2.4L,通辽市,通辽市,9-10年,7
2017,第二季度,广汽本田,本田,雅阁,2.0L,株洲市,邵阳市,5-6年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,天津市,信阳市,4-5年,1
2017,第二季度,广汽本田,本田,雅阁,2.0L,肇庆市,重庆市,2-3年,1
